type,rating,listed_in,release_year,duration_mins,cluster
1,11,446,2018,1.0,1
1,11,246,2017,1.0,2
1,11,262,2017,1.0,2
0,9,326,2018,129.0,2
0,11,470,2018,90.0,1
1,9,409,2003,7.0,1
0,11,218,2018,116.0,2
1,10,422,2018,1.0,1
0,9,288,2018,59.0,2
0,10,337,2018,95.0,2
0,8,175,2018,122.0,0
0,11,274,2018,98.0,2
0,9,219,2009,117.0,2
0,9,375,2008,95.0,2
0,9,328,2015,146.0,2
0,9,326,2013,136.0,2
0,9,39,2011,91.0,0
0,9,328,2018,123.0,2
0,9,200,2012,144.0,2
0,9,200,2010,121.0,2
0,12,369,2018,91.0,2
0,9,200,2006,158.0,2
1,13,427,2015,2.0,1
0,9,328,2007,157.0,2
0,9,219,2009,124.0,2
0,12,217,2010,106.0,2
0,11,363,2018,92.0,2
0,11,470,2017,80.0,1
1,11,291,2018,3.0,2
0,9,332,2015,126.0,2
0,11,223,2013,129.0,2
0,9,375,2012,133.0,2
0,9,200,2007,109.0,2
0,11,326,2012,143.0,2
0,9,25,2013,140.0,0
0,9,219,2012,150.0,2
0,12,219,2013,128.0,2
0,11,331,2013,120.0,2
0,9,219,2012,154.0,2
0,11,470,2006,45.0,1
0,9,200,2015,132.0,2
0,9,328,2007,126.0,2
0,11,470,2013,95.0,1
0,11,326,2008,135.0,2
0,9,219,2014,139.0,2
0,11,326,2011,131.0,2
0,9,200,2008,118.0,2
0,9,39,2010,129.0,0
0,9,332,2014,131.0,2
0,9,328,2013,146.0,2
0,9,219,2013,123.0,2
0,9,332,2014,141.0,2
0,11,470,2015,93.0,1
1,12,114,2012,1.0,0
0,11,285,2017,91.0,2
0,11,319,2016,106.0,2
0,9,200,2008,131.0,2
0,12,199,2014,95.0,2
0,6,138,2011,104.0,0
0,11,332,2018,126.0,2
0,8,326,2015,118.0,2
1,11,80,2018,2.0,0
0,9,52,2006,94.0,0
0,11,328,2018,100.0,2
0,7,326,2018,126.0,2
0,11,200,2018,90.0,2
0,9,220,2018,87.0,2
0,9,274,2018,97.0,2
1,11,235,2018,1.0,2
0,11,332,2018,115.0,2
1,12,433,2009,1.0,1
1,9,487,2017,2.0,1
0,11,274,2018,93.0,2
0,9,39,2015,138.0,0
0,11,470,2018,74.0,1
1,9,394,2018,1.0,1
0,7,60,2018,102.0,0
1,11,471,2017,3.0,1
0,11,220,2018,104.0,2
1,9,393,2018,1.0,1
1,12,294,2017,1.0,2
1,12,433,2018,1.0,1
0,11,442,2018,51.0,1
0,11,442,2018,50.0,1
0,6,125,2018,86.0,0
0,11,55,2018,140.0,0
1,9,234,2018,2.0,2
1,11,254,2018,3.0,2
0,9,326,2013,122.0,2
0,13,442,2018,23.0,1
1,11,417,2017,4.0,1
0,11,52,2016,95.0,0
0,11,52,2018,121.0,0
1,11,105,2018,1.0,0
0,11,332,2018,131.0,2
1,12,433,2012,2.0,1
1,11,243,2018,5.0,2
0,11,470,2018,63.0,1
0,11,326,2017,150.0,2
0,11,326,2018,159.0,2
1,11,104,2018,1.0,0
0,9,331,2018,131.0,2
0,11,353,2018,130.0,2
1,14,248,2018,2.0,2
0,11,352,2018,99.0,2
0,11,285,2018,86.0,2
1,11,291,2018,1.0,2
0,9,350,2018,106.0,2
0,9,288,2018,57.0,2
1,12,494,2018,1.0,1
1,11,499,2018,1.0,1
0,8,318,2018,97.0,2
1,11,244,2018,1.0,2
1,12,291,2018,1.0,2
0,8,344,2018,144.0,2
1,11,244,2018,1.0,2
0,8,271,2018,110.0,2
0,11,470,2018,57.0,1
0,9,39,2018,119.0,0
1,13,422,2017,4.0,1
0,7,345,2018,94.0,2
1,9,446,2018,1.0,1
1,9,291,2018,1.0,2
1,9,80,2018,1.0,0
0,11,359,2018,89.0,2
0,8,199,2018,124.0,2
0,13,121,2018,25.0,0
1,11,382,2018,1.0,1
1,12,81,2018,1.0,0
0,7,326,2017,121.0,2
0,11,345,2017,88.0,2
0,8,0,2017,111.0,0
0,11,227,2012,81.0,2
0,11,470,2018,64.0,1
1,11,103,2014,1.0,0
0,11,274,2008,55.0,2
0,11,185,2014,137.0,2
0,11,195,2000,56.0,2
0,11,195,1998,58.0,2
0,8,185,1982,80.0,2
0,11,274,2014,94.0,2
1,11,99,2009,1.0,0
1,11,409,1972,1.0,1
1,9,93,1974,4.0,0
0,8,163,1979,94.0,0
1,11,117,2005,1.0,0
0,9,185,1989,72.0,2
0,11,274,2013,60.0,2
0,9,39,2016,140.0,0
0,6,121,2017,91.0,0
0,9,350,2009,97.0,2
0,9,39,2014,146.0,0
0,9,331,2016,118.0,2
0,9,326,2009,128.0,2
0,11,329,2009,137.0,2
0,12,367,2014,145.0,2
0,9,326,2017,141.0,2
0,9,220,2012,106.0,2
0,11,319,2018,135.0,2
0,9,328,2013,137.0,2
0,9,219,2014,129.0,2
0,12,326,2009,99.0,2
1,11,460,2018,1.0,1
0,9,25,2017,155.0,0
0,9,200,2014,142.0,2
0,9,39,2008,214.0,0
0,12,200,2015,137.0,2
0,9,328,2009,128.0,2
0,9,331,2018,151.0,2
0,9,220,2014,121.0,2
0,9,39,2009,101.0,0
0,9,200,2008,145.0,2
0,9,375,2009,147.0,2
0,9,326,2016,90.0,2
0,9,220,2012,129.0,2
0,12,200,2005,129.0,2
0,9,200,2017,136.0,2
0,12,217,2016,117.0,2
0,9,52,2012,150.0,0
0,9,52,2011,134.0,0
0,9,221,2011,100.0,2
0,13,121,2018,44.0,0
0,13,121,2018,44.0,0
0,11,199,2009,111.0,2
0,9,39,2014,147.0,0
0,9,329,2013,115.0,2
0,12,219,2013,121.0,2
0,9,39,2016,103.0,0
0,9,199,2016,73.0,2
0,9,52,2015,129.0,0
0,9,353,2014,102.0,2
0,12,219,2013,122.0,2
0,9,53,2008,155.0,0
0,9,53,2013,139.0,0
0,12,200,2015,131.0,2
0,9,200,2017,127.0,2
1,9,446,2016,1.0,1
0,9,53,2012,156.0,0
0,11,281,2018,91.0,2
0,12,219,2013,132.0,2
1,9,104,2018,1.0,0
0,9,39,2016,130.0,0
0,11,319,2010,137.0,2
0,9,53,2012,156.0,0
0,9,220,2009,132.0,2
0,9,326,2010,119.0,2
0,12,220,2015,140.0,2
0,9,329,2016,126.0,2
0,6,138,2012,107.0,0
0,11,319,2018,111.0,2
0,11,55,2018,130.0,0
0,11,36,2018,126.0,0
0,9,274,2018,24.0,2
1,11,387,2018,1.0,1
1,14,422,2018,2.0,1
1,14,433,2018,3.0,1
0,11,350,2018,108.0,2
0,11,281,2018,117.0,2
0,11,361,2018,101.0,2
1,11,449,2018,1.0,1
1,9,80,2018,1.0,0
1,11,490,2018,1.0,1
0,11,288,2018,124.0,2
0,11,470,2018,63.0,1
1,9,260,2018,1.0,2
1,12,80,2014,1.0,0
1,14,422,2016,1.0,1
1,9,244,2017,1.0,2
1,11,261,2018,2.0,2
1,12,295,2018,1.0,2
1,11,241,2018,2.0,2
1,11,472,2018,1.0,1
1,13,422,2018,1.0,1
0,11,332,2018,114.0,2
0,11,199,2018,98.0,2
1,9,392,2018,1.0,1
0,9,274,2018,100.0,2
1,11,383,2018,1.0,1
0,11,326,2018,100.0,2
1,11,472,2018,1.0,1
1,10,296,2018,1.0,2
0,11,326,2018,123.0,2
1,9,409,2004,2.0,1
1,14,422,2013,1.0,1
1,14,422,2016,1.0,1
0,11,274,2018,77.0,2
1,11,291,2018,1.0,2
1,11,256,2018,2.0,2
0,12,133,2018,106.0,0
0,7,230,2018,106.0,2
1,14,422,2018,2.0,1
0,11,332,2018,102.0,2
0,9,200,2014,146.0,2
0,11,0,2018,96.0,0
1,11,242,2018,1.0,2
1,9,264,2018,3.0,2
1,11,244,2018,1.0,2
0,11,332,2017,104.0,2
0,11,319,2018,109.0,2
0,9,319,2018,110.0,2
0,11,319,2017,110.0,2
0,12,319,2018,101.0,2
1,11,410,2018,1.0,1
0,11,331,2017,94.0,2
1,11,400,2017,1.0,1
1,11,235,2018,1.0,2
1,11,472,2018,2.0,1
0,11,220,2018,101.0,2
1,12,446,2018,3.0,1
1,12,450,2018,3.0,1
1,11,241,2017,1.0,2
0,9,52,2017,141.0,0
0,9,220,2017,120.0,2
0,9,52,2017,140.0,0
1,11,291,2018,1.0,2
0,11,470,2012,50.0,1
0,11,470,2018,57.0,1
1,11,413,2018,1.0,1
0,11,185,1998,31.0,2
1,9,410,2018,1.0,1
0,11,227,2018,90.0,2
1,11,105,2018,1.0,0
0,9,200,2017,110.0,2
0,9,39,2017,162.0,0
0,9,332,2017,139.0,2
0,7,329,2018,130.0,2
0,9,200,2017,145.0,2
0,9,185,2018,33.0,2
1,12,446,2018,1.0,1
0,11,200,2017,114.0,2
0,9,220,2018,100.0,2
0,11,470,2018,54.0,1
0,9,330,2018,150.0,2
0,11,199,2015,105.0,2
1,9,294,2018,1.0,2
1,11,298,2018,1.0,2
1,12,487,2018,1.0,1
0,12,337,2018,124.0,2
0,11,185,2018,95.0,2
0,12,289,2018,12.0,2
0,11,332,2018,104.0,2
1,9,499,2018,5.0,1
1,9,394,2018,1.0,1
1,9,414,2018,1.0,1
0,12,200,2014,143.0,2
0,9,52,2016,127.0,0
0,11,200,2018,100.0,2
0,12,70,2018,74.0,0
1,11,241,2018,1.0,2
1,14,422,2018,3.0,1
0,11,197,2018,104.0,2
0,11,332,2011,148.0,2
0,12,127,2011,127.0,0
0,11,326,2008,158.0,2
0,9,329,2016,124.0,2
0,9,328,2000,163.0,2
0,9,326,2010,121.0,2
0,11,329,2014,154.0,2
0,9,39,2014,127.0,0
0,9,219,2010,128.0,2
0,12,219,2012,98.0,2
0,9,367,2009,109.0,2
0,9,39,2016,168.0,0
0,9,332,2010,162.0,2
0,9,326,2006,159.0,2
0,9,25,2012,137.0,0
0,9,329,2015,133.0,2
0,9,220,2012,127.0,2
0,9,220,2011,131.0,2
0,12,140,2005,90.0,0
1,10,292,2018,1.0,2
0,11,274,2018,88.0,2
0,11,319,2017,87.0,2
1,11,414,2018,1.0,1
1,9,394,2018,1.0,1
1,11,409,2018,2.0,1
1,11,80,2018,2.0,0
0,12,442,2005,82.0,1
0,9,185,2012,86.0,2
1,11,487,2007,6.0,1
0,11,209,2017,100.0,2
0,11,470,2018,57.0,1
1,11,252,2018,3.0,2
0,11,41,2018,95.0,0
1,11,242,2018,1.0,2
0,9,274,2018,101.0,2
1,11,410,2018,1.0,1
0,12,326,2018,124.0,2
0,11,470,2018,72.0,1
0,11,375,2018,93.0,2
1,12,104,2018,1.0,0
1,11,292,2018,1.0,2
0,6,125,2018,92.0,0
0,11,185,2018,95.0,2
1,14,433,2018,4.0,1
1,11,410,2018,1.0,1
1,13,422,2018,2.0,1
0,6,312,2018,133.0,2
0,11,217,2018,85.0,2
1,9,295,2018,1.0,2
0,9,283,2018,105.0,2
0,9,5,2018,101.0,0
0,10,141,2018,88.0,0
1,11,472,2018,2.0,1
1,9,394,2018,1.0,1
0,11,60,2018,113.0,0
0,11,470,2018,71.0,1
0,11,347,2018,75.0,2
1,11,405,2017,2.0,1
1,11,104,2018,2.0,0
1,11,234,2018,2.0,2
1,11,379,2018,1.0,1
1,12,292,2018,2.0,2
0,9,470,2018,66.0,1
0,9,22,2018,83.0,0
0,11,319,2018,110.0,2
0,12,138,2018,88.0,0
0,11,470,2013,77.0,1
0,11,470,2012,58.0,1
0,11,470,2012,69.0,1
0,11,470,2012,61.0,1
0,9,200,2018,88.0,2
0,9,200,2006,122.0,2
0,11,470,2013,60.0,1
0,9,329,2003,166.0,2
0,9,200,2013,107.0,2
0,11,320,2018,94.0,2
0,12,127,2010,87.0,0
0,9,332,2018,92.0,2
0,9,200,2007,130.0,2
1,9,264,2017,15.0,2
0,9,350,2015,88.0,2
0,9,200,2010,128.0,2
0,11,288,2017,96.0,2
0,11,319,2018,94.0,2
0,11,470,2012,69.0,1
1,9,264,2017,1.0,2
0,11,347,2017,90.0,2
0,11,332,2018,101.0,2
1,11,104,2018,1.0,0
0,11,470,2018,77.0,1
1,11,97,2018,1.0,0
0,9,200,2018,89.0,2
0,11,274,2018,90.0,2
0,8,467,2018,98.0,1
1,14,433,2017,1.0,1
0,11,470,2018,66.0,1
1,11,409,2018,1.0,1
0,11,6,2014,103.0,0
0,11,218,2018,95.0,2
1,9,498,2018,1.0,1
0,7,319,2016,89.0,2
0,11,364,2018,74.0,2
1,11,256,2018,2.0,2
0,11,329,2018,119.0,2
0,11,470,2018,70.0,1
1,11,399,2018,1.0,1
0,11,200,2018,121.0,2
0,11,217,2018,106.0,2
0,10,281,2017,74.0,2
0,11,230,2018,106.0,2
0,7,319,2017,113.0,2
0,11,326,2017,119.0,2
1,13,422,2018,1.0,1
1,13,422,2018,1.0,1
0,11,199,2018,100.0,2
0,11,212,2018,110.0,2
0,11,470,2018,66.0,1
1,11,237,2018,1.0,2
1,9,498,2017,4.0,1
1,14,86,2008,2.0,0
0,9,326,2017,126.0,2
0,11,332,2017,130.0,2
1,11,235,2018,1.0,2
0,11,318,2018,110.0,2
0,11,284,2015,85.0,2
1,9,487,2019,4.0,1
1,11,487,2019,5.0,1
1,11,472,2018,1.0,1
0,11,332,2018,117.0,2
1,11,379,2018,1.0,1
0,11,470,2018,63.0,1
0,11,230,2018,94.0,2
0,9,470,2018,74.0,1
1,14,432,2018,3.0,1
1,11,404,2018,1.0,1
0,9,470,2018,58.0,1
0,11,220,2018,117.0,2
1,13,422,2018,1.0,1
1,14,249,2017,4.0,2
0,11,470,2007,89.0,1
0,11,281,2017,66.0,2
0,11,39,2018,158.0,0
0,7,3,1979,100.0,0
1,11,80,2009,1.0,0
0,11,470,2018,64.0,1
0,11,211,2017,92.0,2
1,9,471,2018,3.0,1
0,11,470,2018,63.0,1
1,11,237,2018,1.0,2
0,9,230,2018,105.0,2
1,12,433,2018,1.0,1
0,11,470,2018,67.0,1
0,9,217,2007,91.0,2
0,11,345,2018,92.0,2
0,3,131,2018,87.0,0
1,10,472,2018,1.0,1
0,11,342,2018,100.0,2
0,11,470,2018,113.0,1
0,12,274,2018,40.0,2
0,11,326,2018,105.0,2
1,14,422,2018,2.0,1
0,9,220,2018,94.0,2
0,11,52,2017,109.0,0
0,11,200,2017,99.0,2
0,11,217,2018,89.0,2
0,11,52,2017,92.0,0
0,11,326,2017,105.0,2
0,9,38,2017,130.0,0
0,12,281,2017,69.0,2
0,11,49,2018,98.0,0
0,11,217,2017,90.0,2
0,11,470,2018,65.0,1
0,6,220,2018,92.0,2
0,13,442,2015,19.0,1
0,13,442,2008,25.0,1
0,13,442,2015,22.0,1
0,13,442,2015,40.0,1
0,13,442,2014,22.0,1
0,13,442,2016,24.0,1
1,13,422,2016,1.0,1
0,9,326,2016,101.0,2
1,12,402,2017,1.0,1
0,8,199,2017,90.0,2
0,11,217,2017,96.0,2
1,9,412,2017,1.0,1
0,9,220,2017,115.0,2
0,11,326,2017,92.0,2
1,11,291,2018,1.0,2
0,9,143,2018,93.0,0
1,9,413,2016,2.0,1
0,11,222,2017,95.0,2
1,12,412,2016,1.0,1
0,11,274,2018,105.0,2
0,9,185,2018,117.0,2
1,12,393,2016,1.0,1
1,9,412,2016,1.0,1
0,11,470,2018,66.0,1
0,12,274,2017,97.0,2
0,13,121,2018,78.0,0
0,11,25,2018,102.0,0
0,12,470,2018,62.0,1
0,11,199,2018,97.0,2
0,11,197,2018,105.0,2
0,12,274,2018,79.0,2
0,11,200,2017,90.0,2
1,11,412,2017,1.0,1
1,11,244,2018,1.0,2
1,11,472,2018,1.0,1
0,8,60,2017,107.0,0
0,9,311,2018,105.0,2
0,11,220,2018,99.0,2
1,13,422,2018,2.0,1
0,11,319,2017,108.0,2
0,11,470,2018,66.0,1
1,11,412,2017,1.0,1
0,11,318,2018,75.0,2
0,11,324,2018,96.0,2
0,9,330,2017,95.0,2
0,9,277,2018,32.0,2
0,11,470,2018,70.0,1
0,11,199,2017,94.0,2
0,11,470,2018,78.0,1
1,11,105,2018,1.0,0
1,12,422,2017,3.0,1
0,8,346,2018,91.0,2
0,11,470,2018,75.0,1
0,11,332,2017,105.0,2
1,12,486,1993,7.0,1
0,9,332,2017,96.0,2
0,12,326,2009,132.0,2
1,11,243,2017,1.0,2
0,11,470,2012,60.0,1
1,11,108,2017,1.0,0
0,9,22,2004,171.0,0
0,9,332,2016,116.0,2
0,9,200,2007,169.0,2
0,12,329,2005,134.0,2
0,9,200,2000,159.0,2
1,11,105,2017,2.0,0
0,8,60,2017,87.0,0
0,11,324,2018,103.0,2
0,11,230,2018,78.0,2
1,11,291,2018,1.0,2
0,11,470,2018,62.0,1
0,11,342,2018,97.0,2
1,11,151,2018,12.0,0
0,8,186,2009,102.0,2
0,8,186,2006,95.0,2
1,9,291,2018,1.0,2
1,9,106,2018,1.0,0
0,11,332,2016,115.0,2
0,11,20,2018,102.0,0
0,11,326,2016,99.0,2
0,11,321,2018,74.0,2
1,11,109,2018,1.0,0
0,11,335,2018,100.0,2
0,9,328,2017,150.0,2
1,11,472,2018,2.0,1
0,12,138,2018,87.0,0
1,11,400,2018,1.0,1
0,9,274,2018,88.0,2
1,11,234,2018,1.0,2
0,11,470,2018,63.0,1
0,7,67,2016,129.0,0
0,11,200,2016,91.0,2
1,9,394,2016,1.0,1
1,11,414,2017,1.0,1
0,11,326,2017,115.0,2
0,11,39,2018,140.0,0
1,9,80,2017,1.0,0
0,11,470,2018,79.0,1
0,14,121,2018,104.0,0
1,9,80,2018,1.0,0
1,11,97,2018,1.0,0
0,11,344,2018,121.0,2
1,11,238,2018,1.0,2
0,10,284,2018,40.0,2
0,8,375,2017,94.0,2
1,11,244,2017,1.0,2
0,9,470,2018,58.0,1
0,10,135,2017,78.0,0
1,11,300,2018,1.0,2
0,11,470,2018,51.0,1
0,11,470,2018,69.0,1
0,11,350,2017,104.0,2
1,11,244,2017,1.0,2
0,11,470,2018,59.0,1
0,11,51,2018,94.0,0
0,9,329,1998,166.0,2
0,12,326,2007,155.0,2
0,9,25,2017,145.0,0
0,8,336,2016,106.0,2
0,9,217,2016,94.0,2
0,12,329,2017,127.0,2
0,11,212,2017,87.0,2
0,12,326,2004,185.0,2
0,11,217,2014,75.0,2
0,11,442,2014,89.0,1
0,11,442,2014,81.0,1
0,11,186,2008,47.0,2
0,11,442,2004,46.0,1
0,9,212,2016,125.0,2
0,9,326,2004,160.0,2
0,11,332,2017,110.0,2
0,11,442,2018,69.0,1
0,11,470,2018,67.0,1
0,11,353,2017,105.0,2
1,9,393,2016,1.0,1
1,11,416,2018,2.0,1
0,11,467,2018,127.0,1
1,11,262,2018,1.0,2
1,9,100,2017,1.0,0
0,11,332,2017,109.0,2
1,11,97,2017,2.0,0
0,12,39,2017,134.0,0
0,11,470,2018,60.0,1
1,14,429,2018,6.0,1
1,9,492,2018,1.0,1
0,11,337,2018,96.0,2
1,11,414,2017,1.0,1
0,11,470,2018,65.0,1
0,9,220,2018,133.0,2
0,9,274,2018,96.0,2
0,11,353,2018,95.0,2
0,12,281,2018,24.0,2
0,9,230,2018,97.0,2
0,12,445,2018,65.0,1
1,9,479,2017,1.0,1
0,7,60,2018,102.0,0
1,11,297,2018,1.0,2
0,11,470,2018,53.0,1
0,11,329,2017,116.0,2
0,9,200,2017,102.0,2
0,11,274,2017,86.0,2
0,11,322,2017,117.0,2
1,11,235,2016,8.0,2
0,12,281,2017,96.0,2
0,9,470,1998,69.0,1
1,11,97,2016,1.0,0
0,11,198,2017,108.0,2
0,11,185,2018,102.0,2
0,11,470,2018,61.0,1
0,11,470,2018,57.0,1
0,11,470,2018,49.0,1
1,14,433,2018,6.0,1
0,8,52,2017,87.0,0
1,11,382,2017,1.0,1
0,11,470,2018,59.0,1
0,11,470,2018,63.0,1
0,11,281,2017,69.0,2
1,11,482,2018,2.0,1
1,12,394,2017,1.0,1
0,9,470,2018,62.0,1
0,7,185,2018,108.0,2
0,11,359,2018,95.0,2
0,11,361,2017,99.0,2
1,11,391,2017,1.0,1
0,11,470,2018,62.0,1
1,9,512,2017,1.0,1
0,11,470,2018,60.0,1
0,9,55,1980,147.0,0
0,9,328,1986,153.0,2
0,12,144,2017,87.0,0
1,11,487,2018,2.0,1
0,9,326,2017,124.0,2
0,9,211,2018,94.0,2
0,11,281,2017,100.0,2
0,11,470,2018,71.0,1
0,11,470,2018,60.0,1
0,11,353,2017,135.0,2
1,12,393,2016,1.0,1
1,11,159,2017,5.0,0
0,7,359,2016,97.0,2
1,11,83,2018,1.0,0
0,9,199,2017,86.0,2
0,11,281,2017,91.0,2
1,9,80,2003,1.0,0
1,9,80,2010,5.0,0
1,11,105,2018,3.0,0
1,14,86,2000,1.0,0
1,11,244,2017,1.0,2
1,11,472,2017,1.0,1
0,8,217,2017,82.0,2
0,8,222,2016,102.0,2
1,11,244,2017,1.0,2
0,9,22,2017,105.0,0
1,9,412,2015,1.0,1
0,9,148,2017,106.0,0
0,11,211,2017,91.0,2
0,11,470,2017,61.0,1
1,9,382,2017,1.0,1
0,11,349,2017,80.0,2
1,12,99,2017,1.0,0
1,9,294,2017,1.0,2
0,11,60,2017,118.0,0
0,11,329,2017,94.0,2
0,10,125,2017,84.0,0
0,8,274,2016,103.0,2
0,11,470,2017,69.0,1
1,9,243,2017,1.0,2
1,11,379,2017,2.0,1
1,11,403,2015,1.0,1
0,10,329,2017,105.0,2
0,11,200,2017,128.0,2
0,7,211,2017,86.0,2
0,11,200,2015,109.0,2
1,9,234,2017,1.0,2
1,9,498,2017,4.0,1
0,11,470,2017,70.0,1
1,9,412,2016,1.0,1
0,11,197,2017,89.0,2
0,9,52,1986,162.0,0
0,9,328,1991,163.0,2
0,9,277,2006,91.0,2
0,14,131,2017,27.0,0
0,11,470,2017,67.0,1
0,11,220,2017,142.0,2
0,11,346,2017,78.0,2
0,13,125,2017,26.0,0
1,14,433,2017,5.0,1
1,9,412,2015,1.0,1
0,13,131,2017,46.0,0
1,12,409,2017,1.0,1
0,14,121,2017,81.0,0
0,9,319,2017,119.0,2
1,14,433,2017,1.0,1
1,9,394,2015,1.0,1
0,11,373,2016,99.0,2
1,9,498,2017,4.0,1
0,11,274,2017,96.0,2
1,11,108,2017,4.0,0
1,11,97,2017,3.0,0
0,7,217,2017,128.0,2
0,9,274,2017,114.0,2
0,11,319,2016,101.0,2
1,9,394,2017,1.0,1
1,11,409,2017,1.0,1
1,11,512,2017,1.0,1
1,11,383,2017,1.0,1
0,9,443,2017,109.0,1
1,11,498,2017,1.0,1
0,13,148,2017,51.0,0
0,12,470,2017,61.0,1
0,12,274,2017,73.0,2
0,12,143,2017,92.0,0
0,11,274,2017,94.0,2
1,11,262,2017,6.0,2
1,13,422,2017,3.0,1
0,8,318,2017,135.0,2
1,11,446,2017,1.0,1
1,9,85,2014,1.0,0
1,11,244,2015,1.0,2
0,11,470,2017,66.0,1
0,11,25,2017,126.0,0
1,11,404,2017,1.0,1
1,14,86,2017,2.0,0
1,11,487,2017,2.0,1
0,11,470,2017,54.0,1
0,11,52,2017,100.0,0
1,11,80,2017,2.0,0
0,8,274,2002,81.0,2
1,10,422,2017,6.0,1
0,8,309,2016,123.0,2
0,11,274,2017,144.0,2
0,7,200,2017,153.0,2
1,9,412,2015,1.0,1
1,11,244,2017,1.0,2
0,12,39,1978,141.0,0
0,11,375,2016,104.0,2
0,12,39,2016,97.0,0
0,10,125,2016,82.0,0
0,11,39,2017,98.0,0
1,11,412,2010,1.0,1
1,11,412,2007,1.0,1
1,9,412,2009,1.0,1
1,9,242,2008,1.0,2
1,9,412,2009,1.0,1
0,11,470,2017,84.0,1
0,8,274,2016,76.0,2
0,7,339,2017,75.0,2
0,6,125,2017,93.0,0
1,9,473,2017,1.0,1
0,9,274,2017,98.0,2
0,8,318,2016,91.0,2
0,8,64,2015,168.0,0
0,11,470,2017,68.0,1
1,11,499,2017,1.0,1
1,11,117,2017,3.0,0
0,11,344,2017,103.0,2
1,12,497,2017,2.0,1
0,9,274,2017,95.0,2
1,11,235,2017,1.0,2
0,11,0,2017,82.0,0
0,11,220,2017,94.0,2
0,11,470,2017,66.0,1
0,9,52,2017,135.0,0
1,12,394,2016,1.0,1
1,9,393,2012,1.0,1
0,9,328,2017,144.0,2
0,11,281,2015,90.0,2
1,13,422,2017,1.0,1
0,12,200,1960,158.0,2
1,10,297,2015,6.0,2
0,9,200,2016,83.0,2
0,11,326,2016,102.0,2
0,11,470,2017,52.0,1
0,11,274,2017,110.0,2
0,11,207,2017,85.0,2
0,11,199,2017,113.0,2
0,11,220,2016,88.0,2
0,11,212,2017,89.0,2
0,11,470,2017,59.0,1
1,12,80,2017,1.0,0
1,14,422,2017,2.0,1
0,11,285,2017,106.0,2
0,11,470,2017,66.0,1
0,11,332,2012,135.0,2
1,14,86,2016,1.0,0
1,14,433,2017,1.0,1
0,11,217,2017,93.0,2
0,11,281,2016,79.0,2
0,7,289,2017,107.0,2
0,14,125,2016,47.0,0
1,9,412,2012,1.0,1
1,13,422,2016,2.0,1
1,9,158,2004,4.0,0
1,12,486,2000,7.0,1
1,9,394,2013,1.0,1
1,9,394,2009,1.0,1
0,9,326,2016,118.0,2
0,11,319,2017,81.0,2
1,9,412,2017,1.0,1
1,11,100,2017,1.0,0
0,11,359,2017,103.0,2
0,9,274,2017,40.0,2
1,12,410,2015,1.0,1
0,9,337,2017,103.0,2
0,11,281,2017,85.0,2
1,9,100,2017,1.0,0
1,11,487,2017,2.0,1
1,12,412,2014,1.0,1
0,11,319,2015,104.0,2
0,11,470,2017,82.0,1
1,9,385,2017,4.0,1
1,9,511,2017,3.0,1
0,4,217,2014,112.0,2
0,11,209,2017,102.0,2
0,11,288,2017,101.0,2
0,8,325,2016,119.0,2
0,9,470,2017,62.0,1
0,13,121,2017,64.0,0
0,11,309,2017,137.0,2
0,11,274,2017,108.0,2
1,13,422,2017,2.0,1
0,3,135,2017,78.0,0
1,11,488,2017,7.0,1
0,9,274,2017,40.0,2
0,11,470,2017,71.0,1
0,9,185,2017,99.0,2
1,11,241,2016,1.0,2
0,11,470,2017,60.0,1
1,11,300,2017,1.0,2
0,11,470,2017,78.0,1
0,11,197,2016,98.0,2
0,11,470,2017,70.0,1
1,12,461,2016,1.0,1
1,9,498,2017,4.0,1
1,9,264,2016,1.0,2
1,9,500,2016,8.0,1
1,11,410,2017,1.0,1
1,12,413,2017,1.0,1
0,9,52,1988,148.0,0
0,11,281,2017,54.0,2
0,11,5,2012,92.0,0
0,11,5,2013,107.0,0
0,11,318,2006,90.0,2
0,12,220,1976,135.0,2
0,9,328,1983,151.0,2
1,12,412,2017,1.0,1
1,9,80,2007,1.0,0
1,12,297,1988,1.0,2
0,9,52,1973,132.0,0
1,14,422,2017,1.0,1
0,11,207,2017,95.0,2
0,9,219,1974,162.0,2
0,9,39,1989,163.0,0
1,11,256,2017,3.0,2
0,11,25,2016,89.0,0
0,11,289,2017,28.0,2
0,11,281,2016,103.0,2
0,9,329,1984,160.0,2
0,11,200,2016,113.0,2
0,10,125,2016,86.0,0
0,9,281,2016,83.0,2
0,11,326,2017,113.0,2
0,11,281,2016,86.0,2
0,9,470,2017,57.0,1
0,11,363,2016,98.0,2
0,8,375,2017,116.0,2
0,11,359,2017,100.0,2
0,11,470,2017,51.0,1
1,14,422,2017,5.0,1
1,11,256,2017,1.0,2
0,7,289,2011,113.0,2
0,11,60,2017,124.0,0
1,11,244,2013,1.0,2
0,11,445,2017,63.0,1
0,11,470,2015,56.0,1
1,11,244,2017,1.0,2
0,9,185,2017,94.0,2
0,11,309,2017,90.0,2
0,11,326,2015,71.0,2
0,9,230,2017,97.0,2
0,8,346,2015,83.0,2
0,9,0,2017,92.0,0
0,11,39,2017,165.0,0
0,9,39,2017,166.0,0
0,11,39,2017,166.0,0
0,9,39,2015,159.0,0
0,9,39,2015,160.0,0
