type,rating,listed_in,release_year,duration_mins,cluster
0,11,326,2019,115.0,2
0,11,375,2020,140.0,2
0,11,329,2020,124.0,2
1,10,387,2020,1.0,1
0,9,230,2020,133.0,2
1,9,291,2015,1.0,2
0,14,125,2020,91.0,0
0,12,326,2019,30.0,2
1,11,234,2020,1.0,2
1,11,409,2020,3.0,1
0,11,288,2019,67.0,2
0,11,39,2019,105.0,0
0,11,470,2020,58.0,1
1,12,304,2020,1.0,2
1,11,96,2017,1.0,0
0,9,326,2018,87.0,2
1,13,422,2019,1.0,1
1,11,447,2018,1.0,1
1,11,482,2020,1.0,1
0,8,274,2020,100.0,2
1,9,262,2020,2.0,2
1,11,414,2020,1.0,1
0,11,217,2019,95.0,2
0,9,513,2020,90.0,1
0,11,220,2018,102.0,2
0,9,329,2019,98.0,2
1,11,241,2020,1.0,2
0,14,125,2020,68.0,0
1,11,448,2020,1.0,1
1,13,111,2016,2.0,0
0,9,332,2018,104.0,2
0,11,217,2020,89.0,2
1,11,291,2020,1.0,2
0,11,470,2020,62.0,1
0,11,283,2020,86.0,2
0,11,326,2016,104.0,2
1,9,386,2020,1.0,1
1,12,298,2020,1.0,2
0,9,217,2018,101.0,2
0,9,274,2020,17.0,2
1,14,430,2020,1.0,1
0,8,0,2020,126.0,0
1,11,244,2019,1.0,2
0,10,217,2019,120.0,2
1,11,80,2020,1.0,0
1,11,392,2020,4.0,1
1,9,379,2020,1.0,1
0,8,289,2018,89.0,2
0,9,285,2020,96.0,2
1,11,412,2020,1.0,1
0,8,211,2018,91.0,2
0,6,121,2012,86.0,0
0,11,470,2020,67.0,1
0,11,289,2019,89.0,2
0,11,366,2020,65.0,1
0,9,219,2012,151.0,2
0,9,22,2011,116.0,0
0,9,329,2012,110.0,2
0,11,326,2013,123.0,2
0,9,22,2013,139.0,0
0,11,319,2016,95.0,2
0,9,219,2013,121.0,2
0,12,200,2015,127.0,2
0,9,332,2015,162.0,2
0,9,39,2015,128.0,0
0,9,25,2014,112.0,0
1,11,393,2020,1.0,1
0,11,329,2013,125.0,2
0,9,332,2013,128.0,2
0,12,331,2014,120.0,2
0,11,319,2011,86.0,2
0,11,220,2014,107.0,2
0,12,200,2012,129.0,2
0,9,200,2014,135.0,2
0,11,322,2019,97.0,2
0,9,319,2019,125.0,2
0,9,52,2012,162.0,0
0,11,200,2015,136.0,2
0,11,200,2014,138.0,2
0,11,38,2011,126.0,0
0,12,332,2013,137.0,2
0,9,200,2011,114.0,2
0,9,217,2013,96.0,2
1,14,433,2020,2.0,1
1,11,391,2019,6.0,1
0,11,230,2020,107.0,2
0,11,326,2020,89.0,2
0,7,274,2017,94.0,2
1,11,418,2020,1.0,1
1,12,446,2020,1.0,1
1,10,437,2020,1.0,1
0,11,200,2019,148.0,2
1,10,446,1993,1.0,1
0,11,470,2020,82.0,1
1,11,485,2020,1.0,1
0,9,281,2019,95.0,2
1,11,114,2019,1.0,0
1,11,412,2016,1.0,1
1,13,422,2019,1.0,1
0,11,326,2020,120.0,2
0,11,25,2015,115.0,0
0,11,288,2019,107.0,2
0,8,513,1999,105.0,1
0,11,217,2014,134.0,2
1,9,447,2020,1.0,1
0,7,54,2007,128.0,0
0,11,185,2019,103.0,2
0,9,281,2019,96.0,2
0,8,60,1990,114.0,0
1,13,422,2004,1.0,1
0,11,220,2020,102.0,2
1,9,80,2020,1.0,0
0,11,470,2020,52.0,1
1,11,412,2020,1.0,1
0,9,39,2011,86.0,0
0,10,329,2020,104.0,2
0,11,281,2019,76.0,2
0,9,326,2019,135.0,2
1,11,244,2020,3.0,2
0,6,140,2020,99.0,0
1,11,391,2020,1.0,1
0,7,228,2020,124.0,2
1,11,291,2020,1.0,2
0,9,220,2019,117.0,2
0,11,319,2016,107.0,2
0,11,329,2019,111.0,2
0,9,329,2019,116.0,2
0,9,326,2019,135.0,2
1,10,378,2020,1.0,1
0,11,369,2020,126.0,2
0,9,39,2015,164.0,0
0,9,329,2006,166.0,2
0,7,289,2020,104.0,2
0,11,350,2020,94.0,2
1,12,104,2020,1.0,0
0,11,319,2020,92.0,2
0,11,470,2020,52.0,1
1,9,160,2020,2.0,0
0,9,319,2020,112.0,2
0,12,220,2017,90.0,2
1,11,379,2020,1.0,1
0,8,325,2017,101.0,2
0,11,326,2019,84.0,2
1,9,300,2020,2.0,2
0,11,200,2020,112.0,2
0,9,326,1997,136.0,2
0,11,285,2020,108.0,2
0,10,127,2020,110.0,0
1,12,446,2020,1.0,1
0,11,39,2020,93.0,0
1,11,394,2020,2.0,1
0,11,329,2020,90.0,2
0,9,326,1994,130.0,2
1,11,492,2020,2.0,1
0,11,332,2020,128.0,2
0,12,67,2020,104.0,0
0,11,176,1979,131.0,0
0,11,176,1989,109.0,0
0,11,175,1982,129.0,0
0,9,176,1958,73.0,0
0,9,176,1956,104.0,0
0,12,284,2020,48.0,2
0,9,217,2019,114.0,2
0,10,283,2020,86.0,2
0,11,17,1963,194.0,0
0,11,329,2010,76.0,2
0,9,176,1954,116.0,0
0,11,176,1970,130.0,0
0,6,125,2014,85.0,0
1,11,413,2020,2.0,1
0,8,211,2018,108.0,2
0,12,139,2020,81.0,0
0,9,326,2012,76.0,2
0,7,359,2016,92.0,2
1,12,446,2015,2.0,1
0,11,288,2019,85.0,2
0,6,150,2013,85.0,0
0,9,39,2019,108.0,0
0,11,332,2019,120.0,2
1,10,433,2020,4.0,1
0,9,326,2020,117.0,2
1,9,264,2020,6.0,2
0,9,329,2020,100.0,2
0,11,199,2020,101.0,2
0,8,36,2020,156.0,0
1,11,447,2020,2.0,1
1,11,487,2020,4.0,1
1,11,402,2020,1.0,1
0,11,470,2020,55.0,1
0,6,66,2018,96.0,0
1,9,75,2002,4.0,0
1,11,241,2020,1.0,2
1,11,244,2020,1.0,2
0,11,200,2014,104.0,2
0,9,217,2008,101.0,2
1,11,413,2020,1.0,1
1,9,486,2020,5.0,1
1,11,298,2020,1.0,2
0,8,199,2009,113.0,2
1,11,238,2018,1.0,2
1,11,418,2020,1.0,1
0,11,55,2018,126.0,0
0,7,337,2017,98.0,2
0,11,329,2020,114.0,2
0,9,375,2020,132.0,2
0,9,319,2018,92.0,2
1,11,256,2018,4.0,2
0,8,318,2020,90.0,2
1,11,264,2020,4.0,2
0,9,326,2016,86.0,2
0,7,230,2014,103.0,2
0,9,326,2020,114.0,2
0,11,217,2019,115.0,2
1,9,446,2020,5.0,1
1,9,157,2019,15.0,0
0,11,38,2020,149.0,0
0,11,329,2010,96.0,2
1,11,80,2020,3.0,0
0,9,329,2017,102.0,2
0,11,217,2017,105.0,2
0,11,220,2007,114.0,2
0,8,199,2017,94.0,2
0,10,135,2020,83.0,0
1,9,446,2019,1.0,1
0,9,217,2008,106.0,2
0,9,200,2006,116.0,2
0,9,217,2006,109.0,2
0,9,220,2009,97.0,2
0,11,200,2012,100.0,2
0,9,326,2008,116.0,2
0,9,25,2004,111.0,0
0,13,121,2020,24.0,0
0,12,200,2006,95.0,2
0,9,220,2011,135.0,2
0,11,350,2019,95.0,2
1,14,80,1999,2.0,0
0,9,199,2020,92.0,2
0,10,220,2017,100.0,2
1,11,383,2016,1.0,1
0,12,217,2019,80.0,2
1,11,80,2018,1.0,0
1,11,412,2014,3.0,1
0,6,2,2018,98.0,0
1,11,379,2017,1.0,1
1,11,379,2017,1.0,1
0,8,197,2017,104.0,2
0,9,309,2016,98.0,2
0,9,336,2019,104.0,2
0,12,200,2018,99.0,2
0,11,470,2020,68.0,1
1,11,487,2020,1.0,1
0,11,329,1999,106.0,2
1,11,488,2018,2.0,1
1,11,80,2020,1.0,0
0,9,209,2014,71.0,2
0,9,209,2015,80.0,2
0,11,332,2020,116.0,2
1,10,433,2016,4.0,1
0,11,319,2019,112.0,2
0,11,470,2020,73.0,1
0,9,25,2019,110.0,0
1,9,486,2019,5.0,1
0,8,344,2019,135.0,2
1,11,406,2020,1.0,1
1,9,498,2019,3.0,1
0,10,326,2020,128.0,2
0,10,328,2020,93.0,2
1,9,100,2020,1.0,0
0,11,353,2019,149.0,2
0,6,66,2018,54.0,0
0,8,27,2020,87.0,0
1,11,487,2020,2.0,1
0,10,329,2018,102.0,2
0,9,200,1981,177.0,2
0,9,217,1996,204.0,2
0,12,220,1982,233.0,2
0,9,220,2019,98.0,2
1,11,382,2020,1.0,1
0,9,200,1979,237.0,2
0,9,200,1984,230.0,2
0,9,217,1985,173.0,2
0,9,220,1981,195.0,2
0,9,200,1973,253.0,2
0,12,217,1976,157.0,2
0,11,326,2010,97.0,2
0,12,443,2020,85.0,1
1,9,295,2020,1.0,2
0,11,318,2014,94.0,2
0,9,322,2010,80.0,2
0,11,217,2020,94.0,2
1,9,400,2020,1.0,1
0,11,199,2020,92.0,2
0,12,217,2006,105.0,2
0,9,52,2009,120.0,0
0,9,220,2012,96.0,2
0,9,217,2007,107.0,2
0,12,217,2008,93.0,2
0,9,217,2009,101.0,2
1,11,472,2020,1.0,1
1,9,462,2020,1.0,1
0,9,220,2006,110.0,2
0,9,217,2004,112.0,2
0,6,319,2012,93.0,2
0,12,220,2005,109.0,2
0,9,326,2019,105.0,2
1,12,104,2020,1.0,0
1,11,472,2020,6.0,1
0,11,25,2019,97.0,0
1,9,379,2009,1.0,1
1,9,381,2009,1.0,1
1,14,154,2007,3.0,0
0,11,326,2017,91.0,2
0,11,220,2019,88.0,2
1,11,244,2020,1.0,2
1,12,498,2019,6.0,1
1,9,452,2020,3.0,1
1,11,83,2014,1.0,0
1,14,432,2020,5.0,1
1,11,244,2020,1.0,2
1,11,384,2019,1.0,1
1,13,422,2015,2.0,1
1,11,97,2020,1.0,0
0,9,329,2018,109.0,2
0,9,329,2019,118.0,2
0,10,141,2018,109.0,0
0,11,54,2020,131.0,0
0,9,326,2017,91.0,2
0,11,319,2018,152.0,2
0,9,375,2018,67.0,1
0,12,200,2018,72.0,2
0,9,281,2012,83.0,2
0,11,230,2020,90.0,2
0,9,329,2019,106.0,2
1,13,422,2020,1.0,1
0,9,185,2020,190.0,2
0,12,129,2010,129.0,0
0,9,21,1994,160.0,0
1,11,244,2019,3.0,2
0,11,274,2020,86.0,2
1,11,234,2020,1.0,2
0,8,344,2020,92.0,2
0,11,319,2020,114.0,2
1,11,488,2020,2.0,1
1,9,385,2020,2.0,1
1,11,412,2020,1.0,1
1,14,440,2020,2.0,1
0,9,372,2016,90.0,2
0,9,373,2019,94.0,2
1,11,404,2020,2.0,1
0,12,326,2018,86.0,2
0,6,274,2020,89.0,2
0,11,220,2020,107.0,2
0,12,470,2020,61.0,1
0,6,125,2019,93.0,0
0,10,131,2020,81.0,0
0,9,326,2019,120.0,2
1,11,399,2020,1.0,1
0,7,343,2019,94.0,2
0,9,217,2020,91.0,2
1,12,291,2015,1.0,2
1,12,446,2020,1.0,1
0,6,343,2019,104.0,2
0,9,470,2013,76.0,1
0,6,143,2020,90.0,0
0,8,325,2020,103.0,2
1,12,300,2015,1.0,2
1,9,291,2009,1.0,2
0,8,318,2020,122.0,2
0,11,274,2018,97.0,2
0,11,375,2019,98.0,2
0,13,121,2020,42.0,0
1,11,498,2020,1.0,1
0,11,285,2013,90.0,2
0,6,125,2008,91.0,0
1,13,422,2019,4.0,1
0,9,200,2012,94.0,2
1,11,412,2019,3.0,1
1,12,88,2014,1.0,0
0,11,375,2020,107.0,2
1,10,433,2020,1.0,1
0,11,353,2020,143.0,2
1,11,264,2019,1.0,2
0,7,201,2020,105.0,2
0,8,230,2007,116.0,2
0,13,121,2020,23.0,0
0,13,121,2020,23.0,0
0,13,121,2020,23.0,0
0,6,125,2003,105.0,0
0,9,513,2020,97.0,1
1,9,80,2020,1.0,0
1,11,241,2019,7.0,2
1,12,502,2019,5.0,1
0,9,220,2020,105.0,2
1,11,244,2020,1.0,2
1,11,244,2020,1.0,2
0,9,285,2020,83.0,2
0,12,326,2016,109.0,2
1,11,238,2020,1.0,2
0,9,200,2019,111.0,2
0,11,274,2020,97.0,2
1,10,104,2020,1.0,0
0,9,22,2019,132.0,0
1,11,412,2017,2.0,1
0,11,200,2006,102.0,2
0,11,25,2016,107.0,0
0,11,217,2008,100.0,2
0,9,200,2011,115.0,2
0,11,219,2016,104.0,2
0,11,319,2017,110.0,2
0,11,217,2016,100.0,2
0,11,217,2010,111.0,2
0,9,217,2009,108.0,2
0,9,25,2005,104.0,0
0,7,310,2019,116.0,2
0,9,25,2012,106.0,0
0,9,217,2019,96.0,2
0,11,329,2020,140.0,2
0,11,319,2020,107.0,2
1,12,300,2020,1.0,2
1,11,107,2020,4.0,0
0,9,25,2020,138.0,0
0,11,200,2010,132.0,2
1,9,379,2017,1.0,1
0,11,288,2005,208.0,2
0,9,217,2006,105.0,2
0,7,199,2011,101.0,2
0,9,52,2010,124.0,0
0,9,331,2009,93.0,2
0,9,326,2008,110.0,2
0,9,200,2009,115.0,2
1,9,412,2019,1.0,1
1,11,108,2020,2.0,0
1,12,433,2011,1.0,1
0,9,375,2019,107.0,2
1,11,417,2020,1.0,1
0,11,470,2020,72.0,1
1,9,77,2020,1.0,0
0,10,217,2016,107.0,2
0,9,217,2019,95.0,2
1,11,399,2020,3.0,1
0,9,326,2019,180.0,2
0,11,375,2020,135.0,2
1,12,302,2020,1.0,2
0,11,285,2020,87.0,2
0,11,375,2018,94.0,2
0,11,326,2019,105.0,2
0,11,375,2019,93.0,2
0,6,125,2020,92.0,0
1,9,104,2020,1.0,0
1,9,80,2006,5.0,0
1,11,487,2020,1.0,1
1,11,241,2018,1.0,2
1,11,446,2020,1.0,1
1,11,487,2020,1.0,1
0,9,200,2020,144.0,2
1,13,422,2019,1.0,1
1,9,238,2020,1.0,2
1,11,487,2020,1.0,1
0,11,217,2018,101.0,2
0,11,332,2020,81.0,2
1,11,241,2020,2.0,2
1,11,243,2020,1.0,2
0,11,326,2020,95.0,2
0,8,318,2020,119.0,2
0,11,375,2019,121.0,2
0,11,200,2019,88.0,2
1,11,403,2020,2.0,1
1,11,242,2020,3.0,2
0,7,185,2016,106.0,2
0,6,142,2015,119.0,0
0,11,470,2020,63.0,1
0,8,185,2015,82.0,2
0,10,129,2019,95.0,0
0,9,329,2018,93.0,2
0,12,199,2019,120.0,2
1,11,234,2020,1.0,2
0,11,329,2020,147.0,2
0,11,470,2020,55.0,1
0,9,326,2018,107.0,2
0,9,200,2018,92.0,2
0,9,274,2019,85.0,2
0,11,50,2019,98.0,0
1,11,487,2020,1.0,1
0,11,283,2020,92.0,2
0,11,220,2020,101.0,2
0,11,200,2019,112.0,2
0,10,134,2020,103.0,0
1,11,244,2019,1.0,2
0,6,309,2020,91.0,2
1,9,81,2019,2.0,0
1,11,385,2020,1.0,1
0,11,200,2019,96.0,2
0,6,13,2010,104.0,0
0,11,470,2017,66.0,1
0,11,318,2019,83.0,2
0,8,318,2017,111.0,2
0,11,348,2019,90.0,2
0,8,325,2017,121.0,2
0,8,0,2019,121.0,0
1,11,400,2013,2.0,1
0,11,20,2020,88.0,0
1,9,504,2019,2.0,1
0,11,281,2020,57.0,2
0,8,199,2017,107.0,2
0,9,5,2020,5.0,0
0,12,71,2019,91.0,0
0,9,326,1990,174.0,2
0,9,39,2015,155.0,0
0,14,121,2012,87.0,0
1,9,487,2015,6.0,1
0,11,470,2020,77.0,1
0,9,200,2008,142.0,2
0,9,39,1984,170.0,0
0,9,200,1998,165.0,2
0,9,39,1980,161.0,0
0,9,200,2013,144.0,2
0,9,39,1993,149.0,0
0,9,200,2014,135.0,2
1,11,234,2020,1.0,2
0,9,220,2014,131.0,2
0,9,353,2005,126.0,2
0,9,329,2006,192.0,2
0,9,326,2001,209.0,2
0,9,200,2003,187.0,2
0,9,200,2016,138.0,2
0,9,200,1998,185.0,2
0,9,220,2015,143.0,2
1,11,108,2020,3.0,0
0,14,150,2014,97.0,0
0,9,22,1987,172.0,0
1,14,86,2019,3.0,0
1,9,75,1986,6.0,0
0,11,319,2020,103.0,2
1,11,100,2020,2.0,0
1,11,487,2020,1.0,1
0,10,121,2017,83.0,0
0,8,321,2010,107.0,2
1,11,108,2020,3.0,0
0,9,200,2014,114.0,2
1,9,393,2020,2.0,1
0,8,348,2018,93.0,2
0,14,121,2020,85.0,0
1,10,434,2019,1.0,1
1,14,422,2019,1.0,1
0,11,470,2020,85.0,1
0,6,144,2016,131.0,0
0,11,324,2017,101.0,2
0,11,319,2019,107.0,2
0,9,513,2018,84.0,1
0,8,289,2019,104.0,2
1,13,422,2019,1.0,1
0,9,200,2020,160.0,2
1,11,238,2020,1.0,2
0,8,0,2019,103.0,0
0,13,125,2020,46.0,0
1,11,255,2019,2.0,2
1,11,403,2019,1.0,1
0,11,200,2020,112.0,2
1,11,265,2020,3.0,2
0,11,52,2020,83.0,0
0,9,281,2019,72.0,2
0,13,121,2020,24.0,0
0,11,318,2020,104.0,2
1,11,378,2020,1.0,1
0,13,121,2019,72.0,0
1,11,80,2020,2.0,0
0,11,329,2019,113.0,2
0,10,281,2020,21.0,2
1,11,412,2020,1.0,1
0,6,137,2019,100.0,0
0,8,274,2020,108.0,2
0,11,326,2018,99.0,2
0,11,361,2020,104.0,2
0,11,470,2020,70.0,1
1,11,244,2020,1.0,2
1,9,385,2020,1.0,1
1,13,422,2020,2.0,1
0,9,284,2020,93.0,2
1,14,433,2020,2.0,1
1,14,86,2020,2.0,0
0,9,319,2017,95.0,2
1,12,438,2020,4.0,1
1,11,498,2020,1.0,1
1,11,244,2020,1.0,2
1,9,109,2020,1.0,0
1,12,107,2020,1.0,0
1,11,234,2020,1.0,2
0,11,331,2020,109.0,2
1,11,413,2020,1.0,1
0,8,362,2019,91.0,2
0,11,5,2020,75.0,0
0,9,217,2020,100.0,2
0,8,337,2017,95.0,2
1,11,412,2020,1.0,1
0,6,73,2017,113.0,0
1,11,244,2019,1.0,2
0,9,289,2016,91.0,2
0,11,470,2020,62.0,1
1,14,111,2020,1.0,0
1,11,291,2018,1.0,2
0,8,185,2014,93.0,2
0,9,375,2019,135.0,2
0,13,121,2019,23.0,0
0,13,121,2019,23.0,0
1,11,291,2019,1.0,2
0,13,121,2019,23.0,0
0,11,220,2020,101.0,2
1,9,300,2020,1.0,2
0,9,200,2018,98.0,2
1,11,418,2020,1.0,1
0,12,138,2020,103.0,0
0,11,318,2019,106.0,2
1,11,381,2020,2.0,1
0,8,309,2020,95.0,2
0,9,326,2019,132.0,2
1,11,244,2020,1.0,2
1,11,234,2020,2.0,2
1,9,461,2020,3.0,1
1,11,385,2020,1.0,1
0,14,121,2020,82.0,0
0,11,470,2020,71.0,1
0,12,138,2020,16.0,0
0,11,217,2017,104.0,2
0,11,329,2017,79.0,2
0,11,326,2020,120.0,2
0,11,319,2019,82.0,2
0,11,288,2019,115.0,2
0,8,20,2020,111.0,0
0,11,375,2020,110.0,2
1,11,291,2020,2.0,2
0,12,332,2016,121.0,2
0,9,22,2020,162.0,0
1,13,433,2020,1.0,1
0,11,218,2019,108.0,2
0,11,326,2010,186.0,2
0,11,288,2019,116.0,2
0,8,326,2005,154.0,2
1,9,391,2016,4.0,1
0,8,362,2018,105.0,2
0,13,131,2019,71.0,0
0,11,470,2020,61.0,1
0,9,319,2019,133.0,2
0,11,326,2019,98.0,2
0,8,337,2011,119.0,2
0,11,470,2020,61.0,1
1,9,77,2014,1.0,0
1,11,244,2020,3.0,2
0,9,200,2019,130.0,2
1,13,422,2020,1.0,1
0,13,121,2019,11.0,0
0,11,344,2016,87.0,2
0,6,138,2011,127.0,0
0,9,202,2016,87.0,2
0,9,329,2017,88.0,2
0,8,318,2007,158.0,2
0,9,329,2020,82.0,2
0,11,281,2018,93.0,2
0,11,288,2019,90.0,2
0,11,337,2020,109.0,2
1,9,399,2019,2.0,1
0,9,470,2019,72.0,1
1,11,405,2020,1.0,1
1,11,241,2019,1.0,2
1,11,400,2020,1.0,1
0,9,22,2020,162.0,0
1,11,256,2020,2.0,2
1,11,412,2020,1.0,1
0,14,66,2019,98.0,0
1,9,512,2020,1.0,1
0,9,329,2016,103.0,2
0,11,326,2015,97.0,2
1,11,491,2020,1.0,1
0,11,199,2015,94.0,2
0,11,326,2016,101.0,2
1,11,234,2020,1.0,2
0,11,319,2015,138.0,2
0,9,369,2014,109.0,2
0,11,470,2020,50.0,1
0,12,139,2019,110.0,0
1,9,379,2020,1.0,1
0,11,345,2019,92.0,2
1,11,234,2018,1.0,2
1,11,488,2020,1.0,1
1,11,379,2020,1.0,1
1,10,385,2020,1.0,1
1,11,241,2020,1.0,2
0,11,319,2020,120.0,2
0,9,375,2019,101.0,2
0,8,344,2020,116.0,2
0,11,326,2020,117.0,2
0,12,219,2012,95.0,2
1,11,418,2020,1.0,1
0,12,136,2018,93.0,0
1,12,430,2008,1.0,1
0,8,337,2015,122.0,2
0,11,318,2019,102.0,2
0,8,27,2015,96.0,0
1,11,412,2017,1.0,1
0,8,344,2016,93.0,2
0,7,346,2016,93.0,2
0,13,442,2017,72.0,1
1,13,433,2017,1.0,1
0,3,125,2019,87.0,0
0,11,329,2019,95.0,2
0,11,199,2017,33.0,2
0,11,220,2020,113.0,2
0,12,219,2010,118.0,2
0,9,329,2019,171.0,2
1,11,393,2020,1.0,1
0,9,217,2018,100.0,2
0,12,2,2019,103.0,0
1,11,447,2021,1.0,1
1,11,256,2020,2.0,2
1,9,387,2019,1.0,1
1,11,244,2019,1.0,2
0,12,220,2015,86.0,2
0,9,230,2020,102.0,2
1,13,433,2018,2.0,1
0,14,125,2020,81.0,0
0,8,325,2017,101.0,2
0,12,281,2020,73.0,2
0,9,329,2019,96.0,2
1,11,260,2018,4.0,2
0,11,325,2018,106.0,2
0,7,345,2019,88.0,2
0,11,332,2019,103.0,2
0,9,200,2019,139.0,2
0,9,326,2018,89.0,2
1,13,433,2020,2.0,1
1,9,394,2018,2.0,1
0,8,318,2020,104.0,2
0,9,331,2019,124.0,2
1,9,481,2020,1.0,1
1,9,379,2020,1.0,1
0,8,309,2017,112.0,2
1,11,234,2020,1.0,2
1,11,80,2020,1.0,0
0,9,274,2014,70.0,2
1,9,254,2019,8.0,2
1,11,234,2020,1.0,2
0,11,289,2020,106.0,2
0,7,60,2020,97.0,0
0,6,206,2019,106.0,2
0,9,470,2020,60.0,1
1,12,433,2020,3.0,1
0,9,375,2019,148.0,2
0,11,332,2020,122.0,2
0,11,199,2016,86.0,2
0,9,176,1994,193.0,2
1,11,80,2015,1.0,0
1,11,383,2020,1.0,1
0,8,442,2017,92.0,1
0,7,220,2018,94.0,2
1,14,429,2019,5.0,1
0,10,129,2019,82.0,0
0,12,442,2020,59.0,1
1,11,80,2014,1.0,0
1,9,80,2018,1.0,0
1,13,422,2014,1.0,1
0,11,47,2019,89.0,0
0,10,328,1999,176.0,2
0,11,326,2020,116.0,2
1,11,398,2020,2.0,1
0,11,326,2016,86.0,2
0,9,199,2017,93.0,2
1,11,394,2020,1.0,1
0,11,288,2020,85.0,2
1,11,241,2020,2.0,2
1,9,386,2019,1.0,1
0,11,470,2009,62.0,1
1,11,97,2020,1.0,0
1,9,386,2020,1.0,1
0,11,326,2018,112.0,2
1,9,393,2020,1.0,1
1,12,300,2020,1.0,2
1,11,415,2020,1.0,1
0,9,220,2020,121.0,2
0,9,199,2019,133.0,2
0,11,470,2020,76.0,1
0,6,318,2017,82.0,2
0,11,319,2019,156.0,2
0,11,375,2015,90.0,2
1,11,291,2020,1.0,2
1,9,412,2017,2.0,1
1,11,446,2020,1.0,1
1,11,488,2020,8.0,1
0,12,220,2020,97.0,2
0,11,470,2020,51.0,1
1,11,480,2020,1.0,1
1,9,80,2020,2.0,0
1,9,414,2020,1.0,1
1,9,300,2020,1.0,2
1,11,391,2019,1.0,1
0,11,200,2004,98.0,2
0,11,470,2020,61.0,1
0,9,199,2019,116.0,2
1,12,432,2011,1.0,1
0,9,200,2019,132.0,2
0,9,318,2020,17.0,2
0,8,318,2013,91.0,2
0,11,344,2020,121.0,2
1,11,413,2020,1.0,1
1,11,292,2020,4.0,2
1,9,385,2020,1.0,1
1,12,446,2019,2.0,1
0,9,345,2019,78.0,2
1,9,415,2020,1.0,1
0,6,125,2011,95.0,0
0,11,318,2019,86.0,2
0,8,332,2015,132.0,2
0,9,2,2019,107.0,0
1,9,80,2008,1.0,0
0,8,309,2015,122.0,2
0,9,319,2018,95.0,2
0,11,332,2019,108.0,2
1,11,234,2020,1.0,2
0,8,373,2017,99.0,2
0,11,49,2019,103.0,0
0,11,470,2020,66.0,1
1,13,422,2018,1.0,1
0,11,39,2019,132.0,0
1,10,434,2020,1.0,1
0,9,274,2018,56.0,2
0,11,200,2019,128.0,2
1,9,488,2020,1.0,1
1,11,97,2019,1.0,0
1,14,433,2020,4.0,1
1,11,244,2020,1.0,2
1,11,255,2020,1.0,2
0,8,38,2014,119.0,0
1,13,433,2020,2.0,1
1,11,389,2020,1.0,1
0,11,20,2020,97.0,0
1,11,299,2020,1.0,2
0,8,318,2017,92.0,2
0,11,200,2020,102.0,2
1,9,109,2020,1.0,0
0,9,220,2020,90.0,2
1,12,417,2019,3.0,1
0,9,329,2017,129.0,2
1,11,300,2020,1.0,2
1,11,405,2019,1.0,1
0,9,326,2018,106.0,2
1,9,379,2017,1.0,1
1,9,239,2018,1.0,2
0,12,217,2014,105.0,2
1,12,92,2018,1.0,0
1,14,422,2019,1.0,1
0,13,125,2007,78.0,0
0,14,125,2008,79.0,0
0,3,125,2009,78.0,0
0,11,353,2020,145.0,2
0,11,470,2015,71.0,1
0,3,133,2001,83.0,0
1,11,379,2017,1.0,1
0,10,131,2019,81.0,0
1,11,505,2020,1.0,1
1,14,422,2017,2.0,1
1,11,235,2020,1.0,2
0,8,330,2006,119.0,2
0,14,66,2018,98.0,0
0,11,329,2017,102.0,2
1,9,379,2015,1.0,1
0,11,0,2015,88.0,0
0,8,185,2009,97.0,2
1,11,383,2017,1.0,1
1,11,498,2020,1.0,1
1,9,379,2017,1.0,1
0,9,353,2019,110.0,2
0,11,319,2019,85.0,2
1,12,292,2019,1.0,2
0,7,233,2019,90.0,2
0,11,185,2019,89.0,2
1,11,416,2019,3.0,1
1,14,423,2018,1.0,1
1,13,422,2016,1.0,1
1,14,423,2018,2.0,1
1,11,472,2019,2.0,1
1,9,412,2019,1.0,1
1,9,80,2019,1.0,0
0,11,326,2019,120.0,2
0,11,25,2013,102.0,0
0,9,281,2018,73.0,2
1,11,291,2019,1.0,2
0,11,217,2018,103.0,2
0,11,319,2019,79.0,2
1,11,412,2019,1.0,1
1,11,251,2019,2.0,2
0,8,47,2019,97.0,0
0,12,74,2017,91.0,0
0,7,125,2019,96.0,0
0,8,36,2019,103.0,0
0,8,25,2017,95.0,0
0,7,358,2019,83.0,2
1,11,85,2019,2.0,0
0,9,219,2019,117.0,2
0,12,125,2019,70.0,0
1,12,482,2019,2.0,1
0,8,513,2019,90.0,1
1,9,488,2012,6.0,1
0,13,150,2019,86.0,0
0,12,217,2017,86.0,2
1,11,412,2019,1.0,1
0,9,329,2014,113.0,2
0,11,366,2018,82.0,2
0,12,329,2015,141.0,2
0,11,326,2015,107.0,2
0,7,309,2019,126.0,2
1,11,405,2019,1.0,1
0,12,281,2019,25.0,2
1,11,394,2019,1.0,1
1,11,244,2019,2.0,2
1,11,234,2019,1.0,2
1,11,462,2019,1.0,1
0,11,470,2019,63.0,1
0,11,199,2018,136.0,2
0,8,319,2015,120.0,2
0,9,200,2015,134.0,2
1,12,379,2016,1.0,1
1,13,423,2015,2.0,1
1,9,379,2019,1.0,1
1,11,412,2018,1.0,1
0,9,200,2001,185.0,2
0,11,200,2015,174.0,2
0,9,52,2006,169.0,0
0,9,53,2011,148.0,0
0,9,22,2013,135.0,0
0,9,375,2011,135.0,2
1,12,80,2012,1.0,0
0,9,129,2019,89.0,0
0,9,200,2007,119.0,2
